Pseudo-terminal will not be allocated because stdin is not a terminal.
Allocated port 2 for remote forward to localhost:3001
You are authenticated as sam@samcarey.com
http://decisionbot.a.pinggy.link
https://decisionbot.a.pinggy.link

RB: 0, SB: 0, TC: 0, AC: 0               
RB: 283, SB: 0, TC: 1, AC: 1               
RB: 283, SB: 0, TC: 1, AC: 1               
RB: 283, SB: 0, TC: 1, AC: 0               
RB: 283, SB: 0, TC: 2, AC: 1               
RB: 283, SB: 564, TC: 1, AC: 1               
RB: 283, SB: 564, TC: 1, AC: 0               
RB: 283, SB: 564, TC: 1, AC: 0               
RB: 576, SB: 564, TC: 2, AC: 1               
RB: 576, SB: 564, TC: 2, AC: 1               
RB: 576, SB: 21639, TC: 2, AC: 1               
RB: 576, SB: 21639, TC: 2, AC: 0               
RB: 576, SB: 21639, TC: 3, AC: 1               
RB: 576, SB: 22834, TC: 2, AC: 1               
RB: 576, SB: 22834, TC: 2, AC: 0               
RB: 576, SB: 22834, TC: 2, AC: 0               
RB: 576, SB: 22834, TC: 2, AC: 0               
RB: 869, SB: 45104, TC: 3, AC: 1               
RB: 869, SB: 45104, TC: 3, AC: 0               
RB: 869, SB: 45104, TC: 4, AC: 1               
RB: 869, SB: 45104, TC: 3, AC: 0               
RB: 869, SB: 45104, TC: 3, AC: 0               
RB: 1821, SB: 45104, TC: 4, AC: 1               
RB: 1821, SB: 45104, TC: 4, AC: 1               
RB: 1821, SB: 45104, TC: 4, AC: 1               
RB: 1821, SB: 47105, TC: 5, AC: 2               
RB: 1821, SB: 47105, TC: 5, AC: 2               
RB: 1821, SB: 47105, TC: 5, AC: 2               
RB: 1821, SB: 47105, TC: 5, AC: 2               
RB: 1821, SB: 47105, TC: 5, AC: 2               
RB: 3275, SB: 47643, TC: 6, AC: 3               
RB: 3275, SB: 47643, TC: 6, AC: 3               
RB: 3275, SB: 47643, TC: 6, AC: 3               
RB: 4653, SB: 47912, TC: 6, AC: 3               
RB: 4653, SB: 47912, TC: 6, AC: 2               
RB: 4653, SB: 47912, TC: 7, AC: 3               
RB: 4653, SB: 47912, TC: 7, AC: 3               
RB: 4653, SB: 48371, TC: 6, AC: 3               
RB: 4653, SB: 48371, TC: 6, AC: 2               
RB: 4653, SB: 48371, TC: 6, AC: 2               
RB: 4653, SB: 48371, TC: 7, AC: 3               
RB: 4653, SB: 48371, TC: 7, AC: 3               
RB: 4653, SB: 48371, TC: 7, AC: 3               
RB: 6408, SB: 48627, TC: 7, AC: 3               
RB: 6408, SB: 48627, TC: 7, AC: 3               
RB: 6408, SB: 48627, TC: 7, AC: 3               
RB: 7135, SB: 50959, TC: 7, AC: 3               
RB: 7135, SB: 50959, TC: 7, AC: 3               
RB: 7135, SB: 50959, TC: 7, AC: 2               
RB: 7135, SB: 50959, TC: 8, AC: 3               
RB: 7135, SB: 50959, TC: 8, AC: 3               
RB: 7135, SB: 50959, TC: 8, AC: 3               
RB: 7135, SB: 50959, TC: 8, AC: 3               
RB: 7135, SB: 50959, TC: 8, AC: 3               
RB: 8589, SB: 51497, TC: 8, AC: 4               
RB: 8589, SB: 51497, TC: 8, AC: 4               
RB: 8589, SB: 51497, TC: 8, AC: 4               
RB: 8589, SB: 51497, TC: 8, AC: 3               
RB: 8589, SB: 51497, TC: 9, AC: 4               
RB: 8589, SB: 51497, TC: 9, AC: 4               
RB: 9240, SB: 52225, TC: 8, AC: 4               
RB: 9240, SB: 52225, TC: 8, AC: 3               
RB: 9240, SB: 52225, TC: 8, AC: 2               
RB: 9240, SB: 52225, TC: 8, AC: 2               
RB: 9240, SB: 52225, TC: 8, AC: 2               
RB: 10191, SB: 54231, TC: 9, AC: 3               
RB: 10191, SB: 54231, TC: 9, AC: 3               
RB: 10191, SB: 54231, TC: 9, AC: 3               
